kurtosisx,kurtosisy,kurtosisz,kurtosisf,abs_kurtosisx,abs_kurtosisy,abs_kurtosisz,abs_kurtosisf,minx,miny,minz,minf,abs_minx,abs_miny,abs_minz,abs_minf,maxx,maxy,maxz,maxf,abs_maxx,abs_maxy,abs_maxz,abs_maxf,meanx,meany,meanz,meanf,abs_meanx,abs_meany,abs_meanz,abs_meanf,medianx,mediany,medianz,medianf,label
1.028089495,0.449376653,0.994228427,14.74176752,0.60070684,0.53593587,6.919968042,14.75695252,0.005634462,0.005069821,0.001760711,0.006515273,0.001089874,0.008923487,0.000512563,0.001395028,0.708037212,1.008650986,0.99488513,1.007399319,0.706128645,1.002874224,0.99242788,1.009506535,0.196808048,0.221657485,0.205829239,0.395158088,0.206021585,0.226799388,0.21071459,0.389146816,0.009738296,0.007347137,0.008571122,0.405956437,1
0.509159569,0.582282503,1.518357949,17.97361803,0.508878048,0.640932216,5.309000019,17.99659536,-0.006002538,-0.002809948,-0.009240164,-0.004897408,-0.004887196,-0.008053336,-0.003610533,-0.001600668,0.759138546,0.990322966,0.946184807,0.996181966,0.751362481,0.994691759,0.955104176,0.999028828,0.194430997,0.188176778,0.192452204,0.329815434,0.193746623,0.185251649,0.187405788,0.328312216,0.007875038,-0.001473817,-0.003393776,0.327653255,1
2.006176651,-0.347256234,0.321778034,1.375875955,4.59723464,-0.342181015,2.14603662,2.316350467,0.008049937,0.006393113,0.009438172,0.008482112,0.002761234,0.007666825,0.000667431,0.000730686,0.738031176,0.85762457,1.00818396,1.001589299,0.735225787,0.865909202,1.001106683,1.002586907,0.28437195,0.261787897,0.301973556,0.422065748,0.288763227,0.264155874,0.308350998,0.421417193,0.350314145,0.220331567,0.25452314,0.404028036,3
4.73484899,2.700369689,7.582817702,4.749876753,5.652584119,3.212840675,7.577808669,4.763512783,0.00331917,0.007300336,0.000199983,0.00326159,0.005107902,0.005526594,0.006800485,0.001345985,0.959147729,1.009396254,0.639849539,1.008520169,0.964107877,1.005130888,0.641083609,1.006065861,0.301052931,0.33250041,0.165667986,0.20978861,0.309871997,0.325145798,0.160573743,0.207529517,0.364117507,0.324019209,0.190629188,0.009509566,3
1.103949406,-1.279814721,-1.455509333,4.468556653,1.054518239,-1.251780718,5.359912673,4.473603727,0.002073875,0.000622544,0.004650377,0.003119466,0.005951803,0.009545712,0.002804912,0.002982472,0.812604396,1.009006856,0.992888254,1.002949331,0.811689585,1.004346933,0.992715287,1.004372745,0.27802755,0.373970374,0.388186065,0.289154884,0.281708869,0.372444856,0.379014442,0.287581661,0.317395015,0.252085495,0.155143154,0.075771365,2
1.0073469,0.096376332,0.271535883,0.794073129,1.00657528,0.092171285,0.275495598,1.123706023,-0.001065821,0.25616493,0.024410575,-0.001774778,-0.001699811,0.249407786,0.025539279,-0.003771636,0.610238141,0.99365391,0.930318875,0.99626774,0.613090338,0.994092124,0.924692167,0.995212944,0.265723843,0.604479257,0.343372747,0.325823474,0.265664199,0.602643104,0.347643842,0.326988398,0.293172645,0.582781641,0.320040574,0.32953022,5
3.513571252,5.243328289,2.978499207,1.412356457,2.596710794,3.281597929,3.890348652,1.43960972,0.004603088,0.001076941,0.000377315,0.009618416,0.001945816,0.00950851,0.005512425,0.009756658,1.007490533,1.006663062,1.004785381,1.000148999,1.005756628,1.003975551,1.004089792,1.005727289,0.691174607,0.234135866,0.337475797,0.448644555,0.685909268,0.231427119,0.333762015,0.448225242,0.709897932,0.205451319,0.322211735,0.432641908,5
0.253105175,0.36786344,1.118261726,16.0632887,0.25703405,0.365690238,4.597358175,16.06040877,0.005503632,0.009193729,0.005456453,0.005368145,0.000672266,0.006368776,0.003203692,0.002846666,0.82560593,0.991432455,0.942754747,1.008198825,0.827358702,0.987961074,0.944065977,1.005816608,0.184126177,0.188523383,0.183765482,0.384527116,0.178671117,0.1909895,0.188548883,0.388039452,0.024214234,0.009280759,0.005538193,0.409612362,1
1.576162797,-1.462346941,-0.669034155,0.993154784,1.490143772,-1.513438511,-0.914216063,0.996072447,-0.001833385,-0.003276544,-0.002458477,-0.009511737,-0.00857861,-0.002785906,-0.001913827,-0.004978427,0.97085071,0.808165896,0.891437248,0.997371666,0.971386873,0.806781343,0.890186146,0.992002945,0.321428505,0.184635809,0.314001184,0.318403812,0.322591742,0.179239705,0.313490714,0.322718444,0.372651618,0.116120013,0.29171918,0.389201607,3
0.979580122,2.705381626,2.843598603,15.60364565,0.999536214,2.923279327,7.083419022,15.61315006,-0.003650744,-0.004467606,-0.006446516,-0.003347998,-0.007124328,-0.005676706,-0.001188254,-0.007973116,0.944038044,0.91867298,0.972941898,0.992867407,0.944245771,0.921788494,0.96676727,0.998925842,0.16374671,0.140951232,0.142814937,0.329344703,0.16234388,0.144258577,0.142334225,0.323353683,0.010062236,0.000114547,-0.003130352,0.329200803,1
65.72918374,2.015521586,0.939406709,1.385808834,29.00992148,-1.422356855,3.24641759,1.400866011,0.003478445,0.006796926,0.008057459,0.007688318,0.001542706,0.003654616,0.003424702,0.009880126,1.008691386,1.007849474,1.004735835,1.005882457,1.006510361,1.009771933,1.003010462,1.001979257,0.656445094,0.209965206,0.251501953,0.469753742,0.66165815,0.206226582,0.253667238,0.471497999,0.65075878,0.010424687,0.12499891,0.434654445,4
3.510711601,5.240112606,2.973842978,1.408726946,2.594847848,3.274836369,3.88384329,1.439657438,0.004949613,0.00195998,0.000419467,0.006829133,0.002892293,0.009322249,0.008589482,0.009055681,1.009006188,1.009526315,1.009638963,1.004927299,1.005701769,1.001568435,1.009692166,1.00460922,0.693893413,0.235526199,0.332979645,0.443790739,0.68631347,0.235604077,0.338149151,0.443703857,0.707120312,0.203196369,0.324214248,0.434112176,5
1.587987608,-1.451026173,-0.65911063,1.005705018,1.503857556,-1.497831596,-0.903665484,1.008631167,0.005874272,0.003622279,0.000735101,0.00796388,0.008717991,0.004631637,0.009612683,0.002327923,0.985208604,0.818745463,0.90182969,1.00724684,0.977985464,0.81596999,0.896118418,1.006542665,0.329015424,0.190559749,0.318599688,0.332767791,0.326654141,0.188159725,0.324160907,0.332474687,0.386361653,0.131183551,0.306703784,0.397063032,3
2.007758302,-0.343260524,0.321070536,1.378707518,4.594894259,-0.342545454,2.144381057,2.315586113,0.004400429,0.009275699,0.001373879,0.001436035,0.002376961,0.005539411,0.002681912,0.004998235,0.736317183,0.856246355,1.001877632,1.009332814,0.735155153,0.860542992,1.008032254,1.005242211,0.285162539,0.268259848,0.30490884,0.419825175,0.285108504,0.262313129,0.307619984,0.420934104,0.345066412,0.217787018,0.250026965,0.408123946,3
4.728750414,2.701096453,7.582071537,4.755487513,5.64564442,3.220584958,7.577407476,4.770288873,0.002675357,0.007319504,0.005890954,0.002151239,0.009734303,0.007480824,0.001591187,0.000328482,0.958892038,1.006282374,0.649558033,1.003768912,0.959818852,1.000013584,0.649573276,1.001259363,0.309869397,0.333736225,0.165270524,0.205100957,0.306931896,0.325636196,0.157677061,0.203069428,0.362810551,0.325851076,0.189435053,0.009304193,3
1.581113672,-1.461074201,-0.664155094,0.99488851,1.495422065,-1.510556645,-0.919035179,0.995388471,-0.006115493,-0.002529545,-0.009068572,-0.005266161,-0.009768288,-0.001909473,-0.002974898,-0.004514091,0.967912908,0.801041025,0.888577012,0.996662798,0.96709955,0.809463396,0.885785663,0.999978403,0.313543808,0.184516013,0.310297332,0.317159623,0.320496775,0.18210095,0.314283239,0.324853573,0.367707058,0.119130672,0.293055881,0.387602082,3
1.097962956,-1.291620874,-1.458753898,4.462499059,1.043168981,-1.253038214,5.351618677,4.46551309,-0.008129319,-0.008674062,-0.006633124,-0.005916861,-0.009560349,-0.008932401,-0.005814072,-0.009701336,0.796276452,0.991504909,0.989159704,0.999735703,0.798171096,0.996224219,0.986765208,0.994223397,0.265435339,0.361887043,0.375612959,0.269634839,0.263098625,0.359129268,0.372048464,0.277945189,0.301336019,0.246322333,0.141009696,0.069916247,2
1.014470124,0.100891451,0.279768648,0.806997153,1.012708991,0.099042434,0.279111667,1.136325272,0.00476125,0.263546451,0.036161772,0.009536184,0.004913795,0.26596217,0.034871863,0.000480361,0.628416556,1.004591423,0.941114607,1.004639412,0.625346209,1.009355092,0.941869606,1.006275803,0.279615699,0.615403676,0.358773022,0.338650147,0.272987808,0.610086242,0.36178468,0.338437887,0.303593742,0.588519576,0.329660783,0.334246906,5
0.247515184,0.363280821,1.123318606,16.05939899,0.258074509,0.365552881,4.595953026,16.06289405,0.001496404,0.008458107,0.001813664,0.004416786,0.009821131,0.009723158,0.007654107,0.001545143,0.820164243,0.991000284,0.949413801,1.008385549,0.81952561,0.993430097,0.945230431,1.009961739,0.18551532,0.191382071,0.180686755,0.387823776,0.183291022,0.182606895,0.186072633,0.382773925,0.01851174,0.003922683,0.007683367,0.403185693,1
1.025819397,0.452486709,0.995036451,14.73601704,0.602147315,0.529514863,6.920283568,14.75033147,0.007110014,0.002888679,0.008271143,0.003944339,0.007562499,0.003581509,0.005751619,0.007275312,0.711539417,1.008073416,0.986438162,1.009378015,0.710879611,1.005129978,0.9889686,1.001557486,0.203530184,0.223954055,0.211051129,0.396169121,0.19690362,0.226327746,0.206463366,0.391380739,0.013441182,0.007111105,0.003317271,0.400241499,1
0.245726551,0.358471432,1.11949159,16.05600039,0.258767287,0.372949767,4.595910515,16.06408976,0.004224819,0.00417527,0.004146368,0.005772375,0.001572413,0.005198228,0.004758716,0.00932394,0.824382454,0.99123277,0.951938267,1.00992655,0.822234432,0.988232915,0.947336231,1.007170885,0.179661355,0.181587612,0.185446748,0.390015296,0.187956547,0.188765607,0.18574855,0.384757394,0.022055262,0.009967237,0.009601105,0.401882014,1
4.735787675,2.699202746,7.57511256,4.756900622,5.649065104,3.217065749,7.581746229,4.767098322,0.005815843,0.005544439,0.006647665,0.001522534,0.005539249,0.001157702,0.009767441,0.002667502,0.962620346,1.007660316,0.640628316,1.008533148,0.959113066,1.006689741,0.644051865,1.002118777,0.308270175,0.329413385,0.163445011,0.207184892,0.301101648,0.330760659,0.159673858,0.204117072,0.366912583,0.326142709,0.188996636,0.007797963,3
0.101703936,-0.108165887,13.87080872,0.192403,0.09710749,-0.10323963,13.86981392,0.278611409,0.01222716,0.001883551,0.009042938,0.001237059,0.006902043,0.005394871,0.001960878,0.001238211,0.670806761,0.6447896,1.000775986,1.00598761,0.676615641,0.638725352,1.0045544,1.009098107,0.036854161,0.003808967,0.009992107,0.433212632,0.031481228,0.004808483,0.008430881,0.438436759,0.036049186,0.005204322,0.005611874,0.407006917,0
2.002118211,-0.34390258,0.313469338,1.379608692,4.600736591,-0.345690484,2.145381766,2.312227774,0.005216212,0.002102618,0.00567583,0.006606642,0.001905104,0.003859404,0.009550739,0.003090904,0.740925263,0.862293268,1.009305199,1.000762982,0.739838813,0.864341362,1.002512968,1.002147918,0.287731784,0.269407251,0.304196543,0.418647073,0.287300147,0.269642382,0.307456831,0.420791801,0.350447218,0.222184959,0.248715804,0.404209441,3
3.498759525,5.228094843,2.966862276,1.397979573,2.587910842,3.270159353,3.875165793,1.430625726,-0.004474585,-0.00931963,-0.000648812,-0.006594718,-0.000326727,-0.003975923,-0.001950829,-0.000104336,0.999736242,0.999271494,0.991529906,0.997519269,0.992643797,0.992614171,0.996073016,0.994691036,0.679567929,0.221101398,0.328271549,0.438036808,0.67837049,0.226893877,0.320331832,0.435404147,0.701273768,0.191717714,0.312049256,0.42829313,5
0.973975112,2.707025991,2.843581081,15.60540112,1.005140553,2.922046933,7.085461902,15.6145099,-0.000650558,-0.009962394,-0.004888358,-0.008803608,-0.000234248,-0.008800701,-0.001162821,-0.00573217,0.940414679,0.918774034,0.963393701,0.995206244,0.940746962,0.925180525,0.970202746,0.991170037,0.157787857,0.143538877,0.14534872,0.32441774,0.162837212,0.143093343,0.142733123,0.321533403,0.005403003,0.000709132,-0.000583826,0.323930126,1
-0.077427521,-0.749920477,-1.082027417,5.614828803,-0.29216642,-0.662606954,5.10411308,5.623069231,-0.004775101,-0.009632352,-0.002067014,-0.002822042,-0.006287817,-0.000264227,-0.007425436,-0.006585865,0.654725423,0.996569204,0.990017778,0.996458764,0.65561838,0.999895013,0.995817072,0.996679898,0.191871532,0.218739123,0.29217857,0.445034512,0.191081235,0.215172109,0.28688937,0.448636471,-0.001133731,-0.000248354,0.000235147,0.393755462,2
65.72771442,2.011992631,0.940094946,1.377848316,29.00871482,-1.41716936,3.243288593,1.397186136,0.008860385,0.002765128,0.007117425,0.006541105,0.003058313,0.003302923,0.006129236,0.000790599,1.005347402,1.007580708,1.005994001,1.001450658,1.000566087,1.001819442,1.006783583,1.001936778,0.659076368,0.212780826,0.251450807,0.464156568,0.657267184,0.211113337,0.252523769,0.469491989,0.659372908,0.009335602,0.122675206,0.429878803,4
0.5031483,0.582656563,1.513485395,17.98026939,0.507445532,0.638454002,5.305305516,17.99226361,-0.001843226,-0.009272792,-0.008877787,-0.003589617,-0.002483475,-0.004063324,-0.002217552,-0.005673286,0.751140043,0.993085871,0.955746633,0.995465398,0.758834606,0.991640585,0.954058182,0.994999256,0.188766183,0.184331033,0.186672166,0.322890626,0.197966537,0.186973716,0.192896232,0.332503612,0.00935577,-0.007079964,-0.007639515,0.323362526,1
-0.063242246,-0.735793059,-1.078111313,5.618017293,-0.277763944,-0.649930117,5.11333274,5.635755899,0.001635768,0.00665825,0.006264026,0.007063645,0.002590991,0.007231782,0.003894351,0.005972081,0.6610586,1.004257809,1.001512862,1.006418306,0.661139632,1.002528452,1.000665292,1.007806593,0.203800127,0.222711717,0.296003029,0.456194002,0.208969048,0.225666186,0.299003415,0.456997,0.015498646,0.002666118,0.010473768,0.404619645,2
1.003238712,0.096551883,0.273536707,0.798983809,1.006706657,0.093755444,0.27505821,1.121913492,-0.000397094,0.257684081,0.023838097,-0.009154756,-0.004796952,0.256749877,0.019095087,-0.000694763,0.612500365,0.992211556,0.92500937,0.995290975,0.614150016,0.996663998,0.931526723,0.994086463,0.267864344,0.602432003,0.345198846,0.32514525,0.265234568,0.606665043,0.351766392,0.32178728,0.289020248,0.582319442,0.318819741,0.330611863,5
-0.067088216,-0.733937894,-1.07535196,5.627367812,-0.273880021,-0.652489299,5.121552549,5.635732245,0.006586378,0.003357264,0.008256598,0.000147391,0.008793825,0.001425293,0.006346251,0.003552519,0.668468367,1.008067948,1.00727182,1.008261996,0.664226419,1.00248359,1.008333352,1.009397721,0.207163202,0.22967089,0.295217955,0.456902549,0.206087475,0.226605203,0.298311789,0.460975875,0.016317919,0.008280396,0.002814824,0.406685981,2
1.595476359,-1.448879424,-0.655243767,1.000924675,1.501897859,-1.504318162,-0.904339363,1.009751518,0.008587705,0.006476533,0.001197211,0.003889353,0.009236608,0.001233978,0.007324762,0.008587901,0.982863837,0.813775533,0.89619811,1.004090041,0.979757545,0.818426877,0.898354409,1.00549499,0.330974831,0.192302359,0.322086589,0.330522635,0.324294629,0.19484484,0.323456584,0.335277372,0.383534282,0.128618145,0.302187643,0.39898513,3
4.719001256,2.685907721,7.573937339,4.743058566,5.641045644,3.209487689,7.573380624,4.758680185,-0.008491868,-0.002197917,-0.00675423,-0.006184949,-0.005201666,-0.008492276,-0.007009219,-0.00977145,0.955238234,0.992916453,0.634070496,0.996319855,0.948163286,0.995045523,0.631742756,0.994106349,0.296548141,0.32147105,0.150722586,0.198877891,0.29317045,0.316339079,0.150644071,0.199289046,0.357620224,0.315969568,0.174321697,-0.002499042,3
65.71600718,2.007211172,0.934165496,1.376150951,28.99830726,-1.434142115,3.240201398,1.391242444,-0.004157924,-0.000828714,-0.006684285,-0.009899678,-0.002821262,-0.008981145,-0.003568809,-0.001498071,0.990382731,0.992224025,0.991294615,0.992404188,0.996812905,0.99065086,0.997375493,0.990878635,0.651044288,0.200410732,0.241768844,0.461522837,0.652472822,0.197513235,0.242301228,0.453653152,0.645136334,0.002399472,0.117629173,0.418984833,4
3.515059838,5.242671906,2.977352243,1.413226847,2.598594878,3.27300363,3.886814234,1.445199251,0.009767804,0.006104733,0.009431786,0.002577607,0.000221578,0.003770788,0.000365366,0.002712647,1.005276693,1.007895706,1.009427317,1.006061158,1.00860358,1.008972342,1.007468967,1.006779428,0.690719056,0.231467104,0.33856341,0.443676422,0.690965907,0.236362094,0.336591227,0.445512059,0.712725524,0.200014639,0.324073238,0.436306149,5
0.982135108,2.710873682,2.853291549,15.6146806,1.014895538,2.927829456,7.096470238,15.61990458,0.001030662,0.002087788,0.002402533,0.006490616,0.002153063,0.004918799,0.008709621,0.007048092,0.948125261,0.934811482,0.97706944,1.003668367,0.953923004,0.930896408,0.980990286,1.0039472,0.167497469,0.153634591,0.15281848,0.337664449,0.173569541,0.15546503,0.158507587,0.3314428,0.020990679,0.01074744,0.001221345,0.333779175,1
0.240260283,0.357554779,1.105222975,16.053658,0.243846152,0.355121565,4.588137022,16.05325908,-0.00487752,-0.009083839,-0.009751548,-0.00719653,-0.001355518,-0.001353996,-0.009244967,-0.009979159,0.812541536,0.980561325,0.936484486,0.995831719,0.81098664,0.978471433,0.93439153,0.994295187,0.171187078,0.171445177,0.170126193,0.37945013,0.168949176,0.173776669,0.175906077,0.380750159,0.011493627,-0.000116288,0.001522984,0.390921579,1
